,iso2,year,age,cases,sex
46594,BD,2005,15-24,6776,f
46595,BD,2006,15-24,8164,f
46596,BD,2007,15-24,8562,f
46597,BD,2008,15-24,9189,f
46613,BE,1995,15-24,12,f
46614,BE,1996,15-24,9,f
46615,BE,1997,15-24,11,f
46616,BE,1998,15-24,6,f
46617,BE,1999,15-24,20,f
46618,BE,2000,15-24,15,f
46619,BE,2001,15-24,14,f
46620,BE,2002,15-24,21,f
46621,BE,2003,15-24,20,f
46622,BE,2004,15-24,18,f
46623,BE,2005,15-24,27,f
46624,BE,2006,15-24,25,f
46625,BE,2007,15-24,13,f
46626,BE,2008,15-24,17,f
46641,BF,1995,15-24,76,f
46642,BF,1996,15-24,51,f
46643,BF,1997,15-24,51,f
46644,BF,1998,15-24,83,f
46645,BF,1999,15-24,67,f
46646,BF,2000,15-24,59,f
46647,BF,2001,15-24,80,f
46648,BF,2002,15-24,85,f
46649,BF,2003,15-24,102,f
46650,BF,2004,15-24,109,f
46651,BF,2005,15-24,125,f
46652,BF,2006,15-24,155,f
46653,BF,2007,15-24,157,f
46654,BF,2008,15-24,143,f
46675,BG,2000,15-24,11,f
46676,BG,2001,15-24,11,f
46677,BG,2002,15-24,48,f
46678,BG,2003,15-24,85,f
46679,BG,2004,15-24,84,f
46680,BG,2005,15-24,90,f
46681,BG,2006,15-24,76,f
46682,BG,2007,15-24,63,f
46683,BG,2008,15-24,57,f
46698,BH,1995,15-24,1,f
46699,BH,1996,15-24,10,f
46700,BH,1997,15-24,4,f
46701,BH,1998,15-24,4,f
46702,BH,1999,15-24,6,f
46703,BH,2000,15-24,1,f
46704,BH,2001,15-24,1,f
46705,BH,2002,15-24,1,f
46706,BH,2003,15-24,1,f
46707,BH,2004,15-24,1,f
46708,BH,2005,15-24,1,f
46709,BH,2006,15-24,7,f
46710,BH,2007,15-24,10,f
46711,BH,2008,15-24,12,f
46727,BI,1995,15-24,109,f
46728,BI,1996,15-24,132,f
46729,BI,1997,15-24,189,f
46730,BI,1998,15-24,265,f
46731,BI,1999,15-24,291,f
46733,BI,2001,15-24,369,f
46734,BI,2002,15-24,243,f
46735,BI,2003,15-24,308,f
46736,BI,2004,15-24,325,f
46737,BI,2005,15-24,298,f
46738,BI,2006,15-24,296,f
46739,BI,2007,15-24,360,f
46740,BI,2008,15-24,335,f
46756,BJ,1995,15-24,148,f
46757,BJ,1996,15-24,169,f
46758,BJ,1997,15-24,169,f
46759,BJ,1998,15-24,189,f
46760,BJ,1999,15-24,207,f
46761,BJ,2000,15-24,239,f
46763,BJ,2002,15-24,255,f
46764,BJ,2003,15-24,226,f
46765,BJ,2004,15-24,263,f
46766,BJ,2005,15-24,249,f
46767,BJ,2006,15-24,310,f
46769,BJ,2008,15-24,245,f
46792,BM,2004,15-24,0,f
46812,BN,1999,15-24,16,f
46813,BN,2000,15-24,4,f
46815,BN,2002,15-24,11,f
46816,BN,2003,15-24,9,f
46817,BN,2004,15-24,6,f
46818,BN,2005,15-24,9,f
46819,BN,2006,15-24,5,f
46820,BN,2007,15-24,6,f
46821,BN,2008,15-24,6,f
46838,BO,1996,15-24,841,f
46839,BO,1997,15-24,792,f
46840,BO,1998,15-24,777,f
46841,BO,1999,15-24,798,f
46842,BO,2000,15-24,831,f
46843,BO,2001,15-24,915,f
46844,BO,2002,15-24,938,f
46845,BO,2003,15-24,811,f
46846,BO,2004,15-24,793,f
46847,BO,2005,15-24,846,f
46848,BO,2006,15-24,764,f
46849,BO,2007,15-24,736,f
46850,BO,2008,15-24,850,f
46869,BR,1999,15-24,2909,f
46870,BR,2000,15-24,6719,f
46871,BR,2001,15-24,3632,f
46872,BR,2002,15-24,3715,f
46873,BR,2003,15-24,3582,f
46874,BR,2004,15-24,3684,f
46875,BR,2005,15-24,3496,f
46876,BR,2006,15-24,3132,f
46877,BR,2007,15-24,2952,f
46878,BR,2008,15-24,2709,f
46894,BS,1995,15-24,1,f
46895,BS,1996,15-24,2,f
46896,BS,1997,15-24,2,f
46897,BS,1998,15-24,1,f
46898,BS,1999,15-24,1,f
46899,BS,2000,15-24,5,f
46901,BS,2002,15-24,1,f
46902,BS,2003,15-24,2,f
46903,BS,2004,15-24,3,f
46905,BS,2007,15-24,3,f
46906,BS,2008,15-24,1,f
46922,BT,1995,15-24,43,f
46923,BT,1996,15-24,42,f
46924,BT,1997,15-24,43,f
46925,BT,1998,15-24,45,f
46926,BT,1999,15-24,33,f
46927,BT,2000,15-24,57,f
46928,BT,2001,15-24,58,f
46929,BT,2002,15-24,54,f
46930,BT,2003,15-24,57,f
46931,BT,2004,15-24,54,f
46932,BT,2005,15-24,45,f
46933,BT,2006,15-24,61,f
46934,BT,2007,15-24,59,f
46935,BT,2008,15-24,151,f
46953,BW,1997,15-24,291,f
46955,BW,1999,15-24,274,f
46956,BW,2000,15-24,335,f
46957,BW,2001,15-24,328,f
46958,BW,2002,15-24,393,f
46959,BW,2003,15-24,338,f
46960,BW,2004,15-24,358,f
46961,BW,2005,15-24,321,f
46962,BW,2006,15-24,326,f
46963,BW,2007,15-24,347,f
46964,BW,2008,15-24,347,f
46987,BY,2002,15-24,12,f
46988,BY,2003,15-24,18,f
46989,BY,2004,15-24,31,f
46990,BY,2005,15-24,25,f
46991,BY,2006,15-24,32,f
46992,BY,2007,15-24,28,f
46993,BY,2008,15-24,26,f
47009,BZ,1995,15-24,6,f
47010,BZ,1996,15-24,1,f
47011,BZ,1997,15-24,3,f
47014,BZ,2000,15-24,2,f
47015,BZ,2001,15-24,0,f
47016,BZ,2002,15-24,5,f
47017,BZ,2003,15-24,6,f
47018,BZ,2004,15-24,0,f
47019,BZ,2005,15-24,4,f
47020,BZ,2006,15-24,6,f
47021,BZ,2007,15-24,8,f
47022,BZ,2008,15-24,5,f
47023,CA,1980,15-24,62,f
47024,CA,1981,15-24,46,f
47025,CA,1982,15-24,51,f
47026,CA,1983,15-24,50,f
47027,CA,1984,15-24,51,f
47028,CA,1985,15-24,30,f
47029,CA,1986,15-24,33,f
47030,CA,1987,15-24,39,f
47031,CA,1988,15-24,38,f
47032,CA,1989,15-24,37,f
47033,CA,1990,15-24,30,f
47034,CA,1991,15-24,23,f
47035,CA,1992,15-24,27,f
47036,CA,1993,15-24,22,f
47037,CA,1994,15-24,37,f
47038,CA,1995,15-24,33,f
47039,CA,1996,15-24,23,f
47040,CA,1997,15-24,36,f
47041,CA,1998,15-24,26,f
47042,CA,1999,15-24,33,f
47043,CA,2000,15-24,33,f
47044,CA,2001,15-24,23,f
47045,CA,2002,15-24,32,f
47046,CA,2003,15-24,21,f
47047,CA,2004,15-24,34,f
47048,CA,2005,15-24,28,f
47049,CA,2006,15-24,39,f
47050,CA,2007,15-24,32,f
47051,CA,2008,15-24,36,f
47067,CD,1995,15-24,1223,f
47068,CD,1996,15-24,1153,f
47069,CD,1997,15-24,1376,f
47070,CD,1998,15-24,4074,f
47071,CD,1999,15-24,4472,f
47072,CD,2000,15-24,4422,f
47073,CD,2001,15-24,4922,f
47074,CD,2002,15-24,5378,f
47075,CD,2003,15-24,6630,f
47076,CD,2004,15-24,7630,f
47077,CD,2005,15-24,7570,f
47078,CD,2006,15-24,7236,f
47079,CD,2007,15-24,7130,f
47080,CD,2008,15-24,7304,f
47093,CF,1995,15-24,233,f
47094,CF,1996,15-24,273,f
47095,CF,1997,15-24,301,f
47096,CF,1998,15-24,353,f
47097,CF,1999,15-24,376,f
47099,CF,2001,15-24,179,f
47100,CF,2002,15-24,315,f
47102,CF,2004,15-24,60,f
47103,CF,2005,15-24,32,f
47104,CF,2006,15-24,538,f
47106,CF,2008,15-24,481,f
47122,CG,1995,15-24,296,f
47126,CG,1999,15-24,297,f
47128,CG,2001,15-24,554,f
47131,CG,2004,15-24,310,f
47133,CG,2006,15-24,384,f
47134,CG,2007,15-24,411,f
47135,CG,2008,15-24,396,f
47151,CH,1995,15-24,13,f
47152,CH,1996,15-24,6,f
47153,CH,1997,15-24,14,f
47154,CH,1998,15-24,11,f
47155,CH,1999,15-24,5,f
47156,CH,2000,15-24,9,f
47157,CH,2001,15-24,3,f
47158,CH,2002,15-24,11,f
47159,CH,2003,15-24,10,f
47160,CH,2004,15-24,6,f
47161,CH,2005,15-24,6,f
47162,CH,2006,15-24,10,f
47163,CH,2007,15-24,9,f
47164,CH,2008,15-24,3,f
47180,CI,1995,15-24,810,f
47181,CI,1996,15-24,803,f
47182,CI,1997,15-24,955,f
47183,CI,1998,15-24,955,f
47184,CI,1999,15-24,1022,f
47186,CI,2001,15-24,1111,f
47187,CI,2002,15-24,1151,f
47188,CI,2003,15-24,1193,f
47189,CI,2004,15-24,1266,f
47190,CI,2005,15-24,1280,f
47191,CI,2006,15-24,1327,f
47192,CI,2007,15-24,1349,f
47193,CI,2008,15-24,1477,f
47194,CK,1980,15-24,3,f
47195,CK,1981,15-24,0,f
47196,CK,1982,15-24,2,f
47197,CK,1983,15-24,4,f
47198,CK,1984,15-24,0,f
47199,CK,1985,15-24,1,f
47200,CK,1986,15-24,0,f
47201,CK,1987,15-24,0,f
47203,CK,1989,15-24,0,f
47205,CK,1991,15-24,1,f
47206,CK,1992,15-24,0,f
47207,CK,1993,15-24,0,f
47208,CK,1994,15-24,0,f
47209,CK,1995,15-24,0,f
47210,CK,1996,15-24,0,f
47211,CK,1997,15-24,0,f
47212,CK,1998,15-24,0,f
47214,CK,2000,15-24,0,f
47215,CK,2001,15-24,0,f
47216,CK,2002,15-24,0,f
47217,CK,2003,15-24,0,f
47218,CK,2004,15-24,0,f
47219,CK,2005,15-24,0,f
47220,CK,2006,15-24,0,f
47238,CL,1995,15-24,100,f
47239,CL,1996,15-24,88,f
47240,CL,1997,15-24,92,f
47242,CL,1999,15-24,87,f
47243,CL,2000,15-24,66,f
47244,CL,2001,15-24,69,f
47245,CL,2002,15-24,64,f
47246,CL,2003,15-24,59,f
47247,CL,2004,15-24,58,f
47248,CL,2005,15-24,55,f
47249,CL,2006,15-24,70,f
47250,CL,2007,15-24,59,f
47251,CL,2008,15-24,52,f
47267,CM,1995,15-24,185,f
47268,CM,1996,15-24,123,f
47269,CM,1997,15-24,277,f
47270,CM,1998,15-24,443,f
47271,CM,1999,15-24,506,f
47272,CM,2000,15-24,368,f
47273,CM,2001,15-24,482,f
47274,CM,2002,15-24,950,f
47275,CM,2003,15-24,1273,f
47276,CM,2004,15-24,1310,f
47277,CM,2005,15-24,1467,f
47278,CM,2006,15-24,1358,f
47279,CM,2007,15-24,1443,f
47280,CM,2008,15-24,1506,f
47294,CN,1995,15-24,10890,f
47295,CN,1996,15-24,13773,f
47296,CN,1997,15-24,15258,f
47297,CN,1998,15-24,15726,f
47298,CN,1999,15-24,15178,f
47299,CN,2000,15-24,14536,f
47300,CN,2001,15-24,14500,f
47301,CN,2002,15-24,13250,f
47302,CN,2003,15-24,18811,f
47303,CN,2004,15-24,25951,f
47304,CN,2005,15-24,31180,f
47305,CN,2006,15-24,30904,f
47306,CN,2007,15-24,29960,f
47307,CN,2008,15-24,29223,f
47328,CO,2000,15-24,587,f
47329,CO,2001,15-24,865,f
47330,CO,2002,15-24,524,f
47331,CO,2003,15-24,662,f
47332,CO,2004,15-24,624,f
47333,CO,2005,15-24,581,f
47334,CO,2006,15-24,603,f
47335,CO,2007,15-24,599,f
47336,CO,2008,15-24,580,f
47352,CR,1995,15-24,17,f
47353,CR,1996,15-24,4,f
47354,CR,1997,15-24,28,f
47355,CR,1998,15-24,19,f
47356,CR,1999,15-24,23,f
47357,CR,2000,15-24,21,f
47358,CR,2001,15-24,18,f
47359,CR,2002,15-24,13,f
47360,CR,2003,15-24,25,f
47361,CR,2004,15-24,35,f
47362,CR,2005,15-24,21,f
47363,CR,2006,15-24,27,f
47364,CR,2007,15-24,16,f
47365,CR,2008,15-24,19,f
47381,CU,1995,15-24,17,f
47382,CU,1996,15-24,29,f
47383,CU,1997,15-24,16,f
47384,CU,1998,15-24,17,f
47385,CU,1999,15-24,15,f
47386,CU,2000,15-24,9,f
47387,CU,2001,15-24,24,f
47388,CU,2002,15-24,15,f
47389,CU,2003,15-24,11,f
47390,CU,2004,15-24,16,f
47391,CU,2005,15-24,14,f
47392,CU,2006,15-24,8,f
47394,CU,2008,15-24,11,f
47407,CV,1997,15-24,10,f
47408,CV,1998,15-24,12,f
47410,CV,2001,15-24,7,f
47411,CV,2002,15-24,11,f
47412,CV,2003,15-24,6,f
47413,CV,2004,15-24,17,f
47414,CV,2005,15-24,9,f
47415,CV,2006,15-24,14,f
47416,CV,2007,15-24,18,f
47417,CV,2008,15-24,18,f
47433,CY,1995,15-24,1,f
47434,CY,1996,15-24,2,f
47436,CY,1998,15-24,1,f
47437,CY,1999,15-24,1,f
47440,CY,2002,15-24,1,f
47441,CY,2003,15-24,0,f
47442,CY,2004,15-24,1,f
47443,CY,2005,15-24,1,f
47444,CY,2006,15-24,2,f
47445,CY,2007,15-24,1,f
47446,CY,2008,15-24,1,f
47462,CZ,1995,15-24,9,f
47463,CZ,1996,15-24,10,f
47464,CZ,1997,15-24,12,f
47465,CZ,1998,15-24,6,f
47466,CZ,1999,15-24,5,f
47467,CZ,2000,15-24,15,f
47468,CZ,2001,15-24,10,f
47469,CZ,2002,15-24,6,f
47470,CZ,2003,15-24,9,f
47471,CZ,2004,15-24,11,f
47472,CZ,2005,15-24,3,f
47473,CZ,2006,15-24,4,f
47474,CZ,2007,15-24,6,f
47475,CZ,2008,15-24,4,f
47491,DE,1995,15-24,115,f
47492,DE,1996,15-24,150,f
47493,DE,1997,15-24,109,f
47494,DE,1998,15-24,121,f
47495,DE,1999,15-24,118,f
47497,DE,2001,15-24,36,f
47498,DE,2002,15-24,32,f
47499,DE,2003,15-24,61,f
47500,DE,2004,15-24,75,f
47501,DE,2005,15-24,51,f
47502,DE,2006,15-24,66,f
47503,DE,2007,15-24,120,f
47504,DE,2008,15-24,35,f
47519,DJ,1996,15-24,247,f
47520,DJ,1997,15-24,202,f
47521,DJ,1998,15-24,208,f
47522,DJ,1999,15-24,158,f
47523,DJ,2000,15-24,147,f
47524,DJ,2001,15-24,156,f
47525,DJ,2002,15-24,142,f
47526,DJ,2003,15-24,127,f
47527,DJ,2004,15-24,111,f
47528,DJ,2005,15-24,123,f
47529,DJ,2006,15-24,117,f
47530,DJ,2007,15-24,129,f
47531,DJ,2008,15-24,138,f
47547,DK,1995,15-24,7,f
47548,DK,1996,15-24,5,f
47549,DK,1997,15-24,6,f
47550,DK,1998,15-24,6,f
47551,DK,1999,15-24,11,f
47552,DK,2000,15-24,16,f
47553,DK,2001,15-24,5,f
47554,DK,2002,15-24,14,f
47555,DK,2003,15-24,6,f
47556,DK,2004,15-24,10,f
47557,DK,2005,15-24,11,f
47558,DK,2006,15-24,6,f
47559,DK,2007,15-24,8,f
47560,DK,2008,15-24,5,f
47577,DM,1996,15-24,0,f
47578,DM,1997,15-24,0,f
47579,DM,1998,15-24,2,f
47583,DM,2006,15-24,1,f
47584,DM,2007,15-24,0,f
47585,DM,2008,15-24,0,f
47602,DO,1996,15-24,178,f
47603,DO,1997,15-24,314,f
47604,DO,1998,15-24,265,f
47605,DO,1999,15-24,363,f
47606,DO,2000,15-24,317,f
47608,DO,2002,15-24,251,f
47609,DO,2003,15-24,301,f
47610,DO,2004,15-24,301,f
47611,DO,2005,15-24,339,f
47612,DO,2006,15-24,287,f
47613,DO,2007,15-24,249,f
47614,DO,2008,15-24,288,f
47631,DZ,1997,15-24,1102,f
47633,DZ,1999,15-24,884,f
47634,DZ,2000,15-24,1005,f
47635,DZ,2001,15-24,1057,f
47636,DZ,2002,15-24,1840,f
47637,DZ,2003,15-24,1017,f
47638,DZ,2004,15-24,1011,f
47639,DZ,2005,15-24,1044,f
47640,DZ,2006,15-24,971,f
47641,DZ,2007,15-24,1031,f
47642,DZ,2008,15-24,1263,f
47661,EC,1998,15-24,290,f
47664,EC,2001,15-24,591,f
47666,EC,2003,15-24,217,f
47667,EC,2004,15-24,522,f
47668,EC,2005,15-24,329,f
47669,EC,2006,15-24,321,f
47670,EC,2007,15-24,365,f
47671,EC,2008,15-24,334,f
47688,EE,1996,15-24,10,f
47689,EE,1997,15-24,8,f
47690,EE,1998,15-24,7,f
47691,EE,1999,15-24,8,f
47692,EE,2000,15-24,9,f
47693,EE,2001,15-24,6,f
47694,EE,2002,15-24,7,f
47695,EE,2003,15-24,7,f
47696,EE,2004,15-24,4,f
47697,EE,2005,15-24,6,f
47698,EE,2006,15-24,3,f
47699,EE,2007,15-24,2,f
47700,EE,2008,15-24,2,f
47716,EG,1995,15-24,288,f
47717,EG,1996,15-24,52,f
47718,EG,1997,15-24,525,f
47719,EG,1998,15-24,489,f
47720,EG,1999,15-24,485,f
47721,EG,2000,15-24,457,f
47722,EG,2001,15-24,438,f
47723,EG,2002,15-24,424,f
47724,EG,2003,15-24,463,f
47725,EG,2004,15-24,491,f
47726,EG,2005,15-24,431,f
47727,EG,2006,15-24,470,f
47728,EG,2007,15-24,500,f
47729,EG,2008,15-24,382,f
47736,ER,1997,15-24,3,f
47737,ER,1998,15-24,43,f
47738,ER,1999,15-24,65,f
47739,ER,2000,15-24,100,f
47740,ER,2001,15-24,96,f
47741,ER,2002,15-24,75,f
47742,ER,2003,15-24,120,f
47743,ER,2004,15-24,95,f
47744,ER,2005,15-24,67,f
47745,ER,2006,15-24,109,f
47746,ER,2007,15-24,70,f
47762,ES,1995,15-24,90,f
47765,ES,1998,15-24,149,f
47768,ES,2001,15-24,140,f
47769,ES,2002,15-24,194,f
47770,ES,2003,15-24,138,f
47771,ES,2004,15-24,158,f
47772,ES,2005,15-24,142,f
47773,ES,2006,15-24,122,f
47774,ES,2007,15-24,164,f
47775,ES,2008,15-24,168,f
47791,ET,1995,15-24,908,f
47792,ET,1996,15-24,1564,f
47793,ET,1997,15-24,2469,f
47794,ET,1998,15-24,3016,f
47795,ET,1999,15-24,3310,f
47796,ET,2000,15-24,4699,f
47797,ET,2001,15-24,5109,f
47798,ET,2002,15-24,5607,f
47799,ET,2003,15-24,5936,f
47800,ET,2004,15-24,6422,f
47801,ET,2005,15-24,5885,f
47802,ET,2006,15-24,5238,f
47803,ET,2007,15-24,5426,f
47804,ET,2008,15-24,5490,f
47820,FI,1995,15-24,1,f
47821,FI,1996,15-24,4,f
47822,FI,1997,15-24,2,f
47823,FI,1998,15-24,3,f
47824,FI,1999,15-24,2,f
47825,FI,2000,15-24,1,f
47826,FI,2001,15-24,3,f
47827,FI,2002,15-24,4,f
47828,FI,2003,15-24,2,f
47829,FI,2004,15-24,1,f
47830,FI,2005,15-24,3,f
47831,FI,2006,15-24,2,f
47832,FI,2007,15-24,6,f
47833,FI,2008,15-24,4,f
47848,FJ,1994,15-24,4,f
47849,FJ,1995,15-24,10,f
47850,FJ,1996,15-24,6,f
47851,FJ,1997,15-24,6,f
47852,FJ,1998,15-24,10,f
47853,FJ,1999,15-24,5,f
47854,FJ,2000,15-24,7,f
47855,FJ,2001,15-24,7,f
47856,FJ,2002,15-24,8,f
47857,FJ,2003,15-24,4,f
47858,FJ,2004,15-24,8,f
47859,FJ,2005,15-24,7,f
47860,FJ,2006,15-24,12,f
47861,FJ,2007,15-24,11,f
47862,FJ,2008,15-24,13,f
47876,FM,1995,15-24,0,f
47877,FM,1996,15-24,1,f
47878,FM,1997,15-24,1,f
47879,FM,1998,15-24,1,f
47881,FM,2000,15-24,3,f
47882,FM,2001,15-24,0,f
47883,FM,2002,15-24,5,f
47884,FM,2003,15-24,4,f
47885,FM,2004,15-24,4,f
47887,FM,2006,15-24,23,f
47888,FM,2007,15-24,11,f
47889,FM,2008,15-24,10,f
47905,FR,1995,15-24,138,f
47906,FR,1996,15-24,124,f
47907,FR,1997,15-24,117,f
47909,FR,1999,15-24,110,f
47910,FR,2000,15-24,108,f
47911,FR,2001,15-24,131,f
47912,FR,2002,15-24,106,f
47913,FR,2003,15-24,114,f
47914,FR,2004,15-24,96,f
47915,FR,2005,15-24,104,f
47916,FR,2006,15-24,112,f
47917,FR,2007,15-24,127,f
47918,FR,2008,15-24,57,f
47934,GA,1995,15-24,47,f
47935,GA,1996,15-24,33,f
47937,GA,1998,15-24,97,f
47938,GA,1999,15-24,97,f
47939,GA,2001,15-24,127,f
47940,GA,2002,15-24,125,f
47941,GA,2003,15-24,138,f
47942,GA,2004,15-24,173,f
47943,GA,2005,15-24,128,f
47944,GA,2006,15-24,160,f
47946,GA,2008,15-24,209,f
47964,GB,1997,15-24,67,f
47965,GB,1998,15-24,105,f
47966,GB,1999,15-24,55,f
47967,GB,2000,15-24,95,f
47968,GB,2001,15-24,74,f
47969,GB,2002,15-24,82,f
47970,GB,2003,15-24,108,f
47971,GB,2004,15-24,126,f
47972,GB,2005,15-24,115,f
47973,GB,2006,15-24,168,f
47974,GB,2007,15-24,145,f
47975,GB,2008,15-24,134,f
47993,GD,1997,15-24,1,f
47995,GD,1999,15-24,0,f
48001,GD,2006,15-24,0,f
48002,GD,2007,15-24,1,f
48017,GE,1995,15-24,8,f
48018,GE,1996,15-24,13,f
48019,GE,1997,15-24,38,f
48020,GE,1998,15-24,41,f
48021,GE,1999,15-24,27,f
48022,GE,2000,15-24,49,f
48023,GE,2001,15-24,63,f
48024,GE,2002,15-24,54,f
48025,GE,2003,15-24,65,f
48026,GE,2004,15-24,87,f
48027,GE,2005,15-24,109,f
48028,GE,2006,15-24,115,f
48029,GE,2007,15-24,153,f
48030,GE,2008,15-24,396,f
48046,GH,1995,15-24,199,f
48047,GH,1996,15-24,177,f
48048,GH,1997,15-24,363,f
48049,GH,1998,15-24,483,f
48050,GH,1999,15-24,491,f
48051,GH,2000,15-24,456,f
48052,GH,2001,15-24,515,f
48053,GH,2002,15-24,489,f
48054,GH,2003,15-24,487,f
48055,GH,2004,15-24,454,f
48056,GH,2005,15-24,450,f
48057,GH,2006,15-24,494,f
48058,GH,2007,15-24,453,f
48063,GM,1995,15-24,39,f
48064,GM,1996,15-24,50,f
48065,GM,1997,15-24,55,f
48066,GM,1998,15-24,60,f
48067,GM,1999,15-24,58,f
48069,GM,2002,15-24,71,f
48070,GM,2003,15-24,81,f
48071,GM,2004,15-24,55,f
48072,GM,2005,15-24,84,f
48073,GM,2006,15-24,88,f
48075,GM,2008,15-24,94,f
48090,GN,1995,15-24,202,f
48091,GN,1996,15-24,223,f
48092,GN,1997,15-24,246,f
48093,GN,1998,15-24,303,f
48094,GN,1999,15-24,345,f
48095,GN,2000,15-24,314,f
48096,GN,2001,15-24,419,f
48097,GN,2002,15-24,399,f
48098,GN,2003,15-24,353,f
48099,GN,2004,15-24,470,f
48100,GN,2005,15-24,594,f
48101,GN,2006,15-24,586,f
48102,GN,2007,15-24,631,f
48103,GN,2008,15-24,610,f
48115,GQ,1995,15-24,18,f
48117,GQ,1997,15-24,23,f
48118,GQ,1998,15-24,37,f
48120,GQ,2004,15-24,45,f
48123,GQ,2008,15-24,57,f
48139,GR,1997,15-24,14,f
48140,GR,1998,15-24,20,f
48141,GR,1999,15-24,5,f
48142,GR,2000,15-24,2,f
48143,GR,2001,15-24,7,f
48144,GR,2002,15-24,0,f
48145,GR,2003,15-24,7,f
48146,GR,2004,15-24,3,f
48147,GR,2005,15-24,13,f
48148,GR,2006,15-24,13,f
48149,GR,2007,15-24,13,f
48150,GR,2008,15-24,5,f
48166,GT,1995,15-24,224,f
48167,GT,1996,15-24,214,f
48168,GT,1997,15-24,228,f
48169,GT,1998,15-24,203,f
48170,GT,1999,15-24,229,f
48171,GT,2000,15-24,199,f
48172,GT,2001,15-24,180,f
48173,GT,2002,15-24,192,f
48174,GT,2003,15-24,186,f
48175,GT,2004,15-24,278,f
48176,GT,2005,15-24,339,f
48178,GT,2007,15-24,163,f
48179,GT,2008,15-24,199,f
48194,GU,2000,15-24,3,f
48195,GU,2001,15-24,2,f
48196,GU,2002,15-24,1,f
48197,GU,2003,15-24,3,f
48198,GU,2004,15-24,0,f
48199,GU,2005,15-24,3,f
48200,GU,2006,15-24,0,f
48201,GU,2007,15-24,0,f
48202,GU,2008,15-24,1,f
48219,GW,1996,15-24,49,f
48223,GW,2000,15-24,30,f
48225,GW,2002,15-24,80,f
48226,GW,2003,15-24,97,f
48227,GW,2004,15-24,87,f
48228,GW,2005,15-24,78,f
48229,GW,2006,15-24,82,f
48231,GW,2008,15-24,85,f
48247,GY,1995,15-24,5,f
48248,GY,1996,15-24,8,f
48249,GY,1997,15-24,9,f
48250,GY,1998,15-24,32,f
48252,GY,2000,15-24,11,f
48253,GY,2001,15-24,6,f
48254,GY,2002,15-24,32,f
48255,GY,2003,15-24,35,f
48256,GY,2004,15-24,35,f
48257,GY,2005,15-24,41,f
48258,GY,2006,15-24,15,f
48259,GY,2007,15-24,20,f
48260,GY,2008,15-24,20,f
48278,HK,1997,15-24,85,f
48280,HK,1999,15-24,85,f
48281,HK,2000,15-24,65,f
48282,HK,2001,15-24,88,f
48283,HK,2002,15-24,97,f
48284,HK,2003,15-24,88,f
48285,HK,2004,15-24,97,f
48286,HK,2005,15-24,67,f
48287,HK,2006,15-24,59,f
48288,HK,2007,15-24,59,f
48289,HK,2008,15-24,65,f
48305,HN,1995,15-24,208,f
48306,HN,1996,15-24,167,f
48307,HN,1997,15-24,166,f
48308,HN,1998,15-24,206,f
48309,HN,1999,15-24,214,f
48310,HN,2000,15-24,21,f
48311,HN,2001,15-24,25,f
48312,HN,2002,15-24,23,f
48313,HN,2003,15-24,15,f
48314,HN,2004,15-24,13,f
48315,HN,2005,15-24,219,f
48316,HN,2006,15-24,206,f
48317,HN,2007,15-24,185,f
48318,HN,2008,15-24,152,f
48334,HR,1995,15-24,50,f
48336,HR,1997,15-24,43,f
48337,HR,1998,15-24,44,f
48338,HR,1999,15-24,14,f
48340,HR,2001,15-24,32,f
48341,HR,2002,15-24,18,f
48342,HR,2003,15-24,14,f
48343,HR,2004,15-24,18,f
48344,HR,2005,15-24,12,f
48345,HR,2006,15-24,16,f
48347,HR,2008,15-24,11,f
48360,HT,1996,15-24,417,f
48361,HT,1997,15-24,760,f
48362,HT,1998,15-24,827,f
48363,HT,1999,15-24,919,f
48364,HT,2000,15-24,914,f
48365,HT,2001,15-24,882,f
48366,HT,2002,15-24,980,f
48367,HT,2003,15-24,1114,f
48368,HT,2004,15-24,1146,f
48369,HT,2005,15-24,1097,f
48370,HT,2006,15-24,1113,f
48371,HT,2007,15-24,1261,f
48372,HT,2008,15-24,1272,f
48389,HU,1996,15-24,30,f
48390,HU,1997,15-24,9,f
48391,HU,1998,15-24,13,f
48392,HU,1999,15-24,17,f
48393,HU,2000,15-24,7,f
48394,HU,2001,15-24,10,f
48395,HU,2002,15-24,9,f
48396,HU,2003,15-24,16,f
48397,HU,2004,15-24,6,f
48398,HU,2005,15-24,5,f
48399,HU,2006,15-24,17,f
48400,HU,2007,15-24,12,f
48401,HU,2008,15-24,11,f
48416,ID,1995,15-24,160,f
48417,ID,1996,15-24,860,f
48418,ID,1997,15-24,1305,f
48419,ID,1998,15-24,2674,f
48420,ID,1999,15-24,3595,f
48422,ID,2001,15-24,5213,f
48423,ID,2002,15-24,7366,f
48424,ID,2003,15-24,8734,f
48425,ID,2004,15-24,11509,f
48426,ID,2005,15-24,13916,f
48427,ID,2006,15-24,14377,f
48428,ID,2007,15-24,13371,f
48429,ID,2008,15-24,13987,f
48448,IE,1998,15-24,5,f
48449,IE,1999,15-24,9,f
48450,IE,2000,15-24,13,f
48451,IE,2001,15-24,4,f
48452,IE,2002,15-24,4,f
48453,IE,2003,15-24,4,f
48454,IE,2004,15-24,10,f
48455,IE,2005,15-24,9,f
48456,IE,2006,15-24,11,f
48457,IE,2007,15-24,14,f
48458,IE,2008,15-24,12,f
48475,IL,1996,15-24,8,f
48476,IL,1997,15-24,16,f
